string,blp.rt,blp.rt.zscore,blp.accuracy,blp.accuracy.zscore
reload,594.5675676,-0.361505388,0.95,0.685820174
reloads,661.3055556,0.148530399,0.947368421,0.676479387
remade,665.78125,0.435521524,0.875,0.419607762
remain,555.8461538,-0.504442073,0.975,0.774557644
remained,564.3947368,-0.338654557,1,0.863295115
remains,541,-0.553479394,1,0.863295115
remake,613.1538462,-0.00453121,1,0.863295115
remakes,667.625,0.183892517,1,0.863295115
remand,646.4848485,0.085914003,0.894736842,0.489663659
remands,632.0714286,0.063534306,0.763157895,0.022624341
remark,560.1578947,-0.336058877,0.975,0.774557644
remarked,590.25,-0.255295715,1,0.863295115
remarks,603.5897436,-0.291015295,1,0.863295115
remind,570.4736842,-0.407013329,1,0.863295115
reminds,555,-0.495423874,1,0.863295115
remiss,732.7777778,0.521588145,0.5,-0.911454298
remit,678.8181818,0.182890073,0.85,0.330870291
remits,672.8888889,0.300834229,0.736842105,-0.070783524
remnant,778.7352941,0.922887948,0.875,0.419607762
remnants,750.4,0.734669635,0.815789474,0.209440069
remorse,588.6111111,-0.330905708,0.947368421,0.676479387
remote,542.875,-0.528686981,1,0.863295115
remould,693.3529412,0.391987131,0.875,0.419607762
remount,702.25,0.463353063,0.85,0.330870291
remounts,695.1428571,0.69760932,0.75,-0.024079592
remove,514.325,-0.858312861,1,0.863295115
removed,531.55,-0.60531618,1,0.863295115
removes,559.2972973,-0.425369614,0.973684211,0.769887253
renal,765.8181818,0.882187098,0.575,-0.645241886
rename,601.75,-0.243863214,0.947368421,0.676479387
renamed,696.9705882,0.388276428,0.9,0.508345232
renames,726.96875,0.438215757,0.868421053,0.396255797
rend,716.6315789,0.609616414,0.5,-0.911454298
render,692.516129,0.29304109,0.842105263,0.302847931
rendered,622.6052632,-0.067033303,0.95,0.685820174
renders,708.0645161,0.363605859,0.815789474,0.209440069
rending,747.6923077,0.808938891,0.65,-0.379029474
rends,685.2142857,0.071870817,0.368421053,-1.378493616
renege,621,0.510058191,0.175,-2.065041417
reneged,703.5,0.99802559,0.225,-1.887566475
reneges,770.7,1.396573038,0.263157895,-1.752125072
renew,642.6756757,-0.008249754,0.925,0.597082703
renewed,610.9459459,-0.201156549,0.95,0.685820174
renews,645.9722222,-0.081854228,0.947368421,0.676479387
rennet,730.5,0.172232809,0.210526316,-1.9389408
renounce,628.9411765,-0.121612321,0.894736842,0.489663659
renounced,679.9444444,0.336681484,0.973684211,0.769887253
renown,711.4814815,0.357401659,0.736842105,-0.070783524
renowned,733.7142857,0.61747138,0.973684211,0.769887253
rent,517.0540541,-0.734320799,0.973684211,0.769887253
rental,558.5,-0.434530754,0.95,0.685820174
rentals,596.1764706,-0.309688891,0.921052632,0.583071525
rented,552.5,-0.459259096,0.925,0.597082703
renters,757.1,1.010714724,0.275,-1.710091534
renting,611.5277778,-0.22580427,0.973684211,0.769887253
rents,556.3076923,-0.445024336,1,0.863295115
rep,728.8181818,0.626553895,0.578947368,-0.631230708
repaid,597.7692308,-0.162143346,0.975,0.774557644
repaint,615.9189189,0.042633649,0.925,0.597082703
repair,551.8648649,-0.464869818,1,0.863295115
repaired,568.075,-0.40198681,1,0.863295115
repairs,548.3157895,-0.582170929,1,0.863295115
repast,673.1111111,0.618512531,0.236842105,-1.845532938
repay,569.3333333,-0.376493855,0.975,0.774557644
repays,617.78125,-0.067846426,0.868421053,0.396255797
repeal,762.6111111,0.233556907,0.473684211,-1.00486216
repealed,676.7916667,0.424127744,0.675,-0.290292004
repeals,648.2413793,0.319248719,0.75,-0.024079592
repeat,567.9210526,-0.568049357,1,0.863295115
repeats,620.1578947,-0.280125063,1,0.863295115
repel,635.9117647,-0.037931576,0.894736842,0.489663659
repelled,613.0540541,-0.022351856,0.925,0.597082703
repels,633.5405405,0.087055743,0.925,0.597082703
repent,658.25,0.027207571,0.973684211,0.769887253
repents,657.7058824,0.206396577,0.85,0.330870291
repine,667.4,0.810607114,0.131578947,-2.219164393
replace,543.7948718,-0.56348017,1,0.863295115
replaced,515.675,-0.70108987,1,0.863295115
replay,563,-0.419063561,0.973684211,0.769887253
replayed,605.2162162,-0.129715241,0.973684211,0.769887253
replays,599.75,-0.180509519,1,0.863295115
replete,783.5882353,1.018212204,0.425,-1.17766671
replied,550.8918919,-0.523510395,1,0.863295115
replies,592.5789474,-0.422137038,1,0.863295115
reply,535.4054054,-0.612070132,1,0.863295115
report,548.25,-0.503865505,1,0.863295115
reports,565.8684211,-0.433982315,1,0.863295115
repose,689.52,0.427294372,0.657894737,-0.351007115
reposed,704.1428571,0.366527063,0.657894737,-0.351007115
repot,771,0.662045746,0.236842105,-1.845532938
repress,613.7567568,-0.055130927,0.925,0.597082703
repressed,650.2820513,0.022322287,0.975,0.774557644
reprieve,613.6285714,-0.01864583,0.875,0.419607762
reprieved,718.5666667,0.438226413,0.868421053,0.396255797
reprieves,690.5,0.40362076,0.825,0.24213282
reprint,639.7428571,-0.067919558,0.947368421,0.676479387
reprints,613.2105263,-0.041532411,0.975,0.774557644
reprise,605.0512821,-0.030524623,1,0.863295115
reproach,712.7575758,0.302262324,0.894736842,0.489663659
reproached,763.28125,0.556998188,0.921052632,0.583071525
reproof,678.3125,0.593494635,0.425,-1.17766671
reprove,615.2727273,-0.006392356,0.605263158,-0.537822842
reproved,810.92,0.850410246,0.710526316,-0.164191387
reproves,731.0416667,0.922480542,0.631578947,-0.44441498
reps,730.7,0.74258993,0.578947368,-0.631230708
reptile,635.9210526,-0.119080275,1,0.863295115
reptiles,623.65,-0.255650051,1,0.863295115
repulse,616.5,-0.178559187,0.973684211,0.769887253
repulsed,638.8055556,0.09346018,0.95,0.685820174
repute,666.9677419,0.21768987,0.868421053,0.396255797
request,594.2777778,-0.548300814,0.947368421,0.676479387
requests,542.7368421,-0.570643188,1,0.863295115
requiem,695.2857143,0.368869556,0.789473684,0.116032203
requiems,733.5172414,0.665275989,0.763157895,0.022624341
requite,698.9,0.775879523,0.5,-0.911454298
reredos,706,1.631052146,0.026315789,-2.592795849
rerun,783.0526316,0.716309201,0.5,-0.911454298
reruns,775.7647059,0.924769862,0.473684211,-1.00486216
resale,653.2424242,0.075271566,0.825,0.24213282
rescind,790.5,1.472973401,0.157894737,-2.125756528
rescript,780,0.821977127,0.631578947,-0.44441498
rescue,532.0277778,-0.557833335,0.947368421,0.676479387
rescued,575.2564103,-0.23511968,0.975,0.774557644
rescuer,666.7222222,0.269927903,0.9,0.508345232
rescuers,666.2702703,0.191226315,0.95,0.685820174
rescues,593.7027027,-0.327547984,1,0.863295115
research,581.15,-0.387725768,1,0.863295115
researched,639.5384615,0.163995595,1,0.863295115
resent,618.9444444,-0.011343138,0.9,0.508345232
resents,680.9411765,0.264997978,0.894736842,0.489663659
reserve,548.0540541,-0.502878704,1,0.863295115
reserved,579.027027,-0.352316451,0.973684211,0.769887253
reserves,583.974359,-0.332744635,1,0.863295115
reset,614.075,-0.222432328,1,0.863295115
resets,649.1,-0.001226892,1,0.863295115
reside,644.7222222,0.075445862,0.9,0.508345232
resides,635.8823529,0.02566498,0.921052632,0.583071525
resign,598.8888889,-0.177458195,1,0.863295115
resigned,650.1081081,0.048423514,0.973684211,0.769887253
resigns,652.7297297,-0.011031641,1,0.863295115
resin,705.7272727,0.45121083,0.875,0.419607762
resins,726.875,0.564895804,0.657894737,-0.351007115
resist,585.9210526,-0.289203103,0.95,0.685820174
resists,566.8157895,-0.312437788,0.95,0.685820174
resole,849.1111111,1.130266548,0.25,-1.798829005
resoled,1215.75,1.871026526,0.184210526,-2.032348666
resolve,577.2571429,-0.355448298,0.921052632,0.583071525
resolved,581.4,-0.30905821,1,0.863295115
resolves,573.7837838,-0.338304524,1,0.863295115
resort,583.9736842,-0.370103115,1,0.863295115
resorts,579.1111111,-0.394582138,0.947368421,0.676479387
resound,660.7647059,0.183943176,0.9,0.508345232
resounds,747.0909091,0.640971795,0.85,0.330870291
resource,648.8888889,-0.164441655,0.973684211,0.769887253
respect,526.3,-0.634253683,1,0.863295115
respects,583,-0.268096637,0.973684211,0.769887253
respite,665.137931,0.06422627,0.789473684,0.116032203
respites,690.9375,0.400472586,0.825,0.24213282
respond,577.6,-0.36689194,1,0.863295115
responds,573.8,-0.329134895,1,0.863295115
response,591.9459459,-0.265136835,0.973684211,0.769887253
rest,505.3076923,-0.819553516,0.975,0.774557644
restage,851.2,1.513546435,0.315789474,-1.565309344
restaged,753.0952381,0.906425992,0.575,-0.645241886
restate,717.3225806,0.686518046,0.775,0.064657879
restates,742.6666667,0.90932827,0.725,-0.112817062
rested,586.6470588,-0.326662331,0.947368421,0.676479387
restful,612.5,-0.14974513,0.95,0.685820174
resting,581.3157895,-0.344335915,1,0.863295115
restive,620,0.027659335,0.2,-1.976303946
restless,560.15,-0.43595447,1,0.863295115
restock,766.047619,0.841528271,0.525,-0.822716828
restocked,714.21875,0.605531547,0.8,0.15339535
restore,552.725,-0.457553022,1,0.863295115
restored,602.1052632,-0.227594565,1,0.863295115
restores,628.3714286,-0.012240113,0.947368421,0.676479387
restrain,645.85,-0.068899602,1,0.863295115
restrained,588.7948718,-0.284327172,1,0.863295115
restrains,633.85,0.028570982,1,0.863295115
restraint,637.15,0.032289266,1,0.863295115
restraints,613.8461538,-0.075297713,1,0.863295115
restrict,596.625,-0.156288788,1,0.863295115
restricts,634.2972973,-0.056623167,0.973684211,0.769887253
rests,599.6486486,-0.51526013,0.973684211,0.769887253
result,537.675,-0.654927116,1,0.863295115
results,535.6315789,-0.626499502,1,0.863295115
resume,522.0789474,-0.709664984,1,0.863295115
resumed,619.5263158,-0.114009115,1,0.863295115
resumes,649.8918919,-0.080608137,0.973684211,0.769887253
ret,459,-0.322536998,0.05,-2.50872877
retail,564.8717949,-0.465238206,0.975,0.774557644
retailed,600.6,-0.297222833,0.921052632,0.583071525
retails,614.2424242,-0.205774965,0.868421053,0.396255797
retain,602.8918919,-0.342060222,0.973684211,0.769887253
retained,631.2894737,-0.150397278,0.95,0.685820174
retains,574.3076923,-0.37991523,0.975,0.774557644
retake,615.4444444,-0.157877555,0.947368421,0.676479387
retakes,678.4,0.235146374,0.947368421,0.676479387
retard,602.8055556,-0.292370051,0.973684211,0.769887253
retards,569.3947368,-0.433253497,1,0.863295115
retch,738.0454545,0.661899716,0.575,-0.645241886
retched,739.1923077,0.609942062,0.684210526,-0.257599252
retching,771,0.684168806,0.842105263,0.302847931
retell,653.3571429,0.195252276,0.421052632,-1.191677888
retells,831.8571429,0.884425898,0.605263158,-0.537822842
rethink,682.5625,0.258631057,0.894736842,0.489663659
rethinks,735.71875,0.424942763,0.825,0.24213282
rethought,770.4814815,0.815835601,0.675,-0.290292004
retire,532.2820513,-0.587462303,0.975,0.774557644
retired,605.2432432,-0.252475537,0.95,0.685820174
retires,555.5588235,-0.468019253,0.921052632,0.583071525
retold,638.7714286,0.039143328,0.9,0.508345232
retook,672.05,0.290427787,0.55,-0.733979357
retool,792.5,0.736711464,0.394736842,-1.285085754
retort,628.1515152,0.057525541,0.868421053,0.396255797
retorts,650.7941176,0.058491974,0.9,0.508345232
retouch,668.1818182,0.256827036,0.85,0.330870291
retouched,780.9090909,0.595168752,0.894736842,0.489663659
retrace,722.6666667,0.328501371,0.868421053,0.396255797
retraced,621.0810811,-0.033146297,0.925,0.597082703
retract,596.5,-0.218928667,1,0.863295115
retracts,665.2162162,0.133470507,1,0.863295115
retread,687.7647059,0.877287386,0.475,-1.000191769
retreat,599.1282051,-0.213554039,1,0.863295115
retreats,616.725,-0.041527739,1,0.863295115
retrench,763.3333333,0.947375258,0.475,-1.000191769
retrenched,819.9047619,1.277283512,0.575,-0.645241886
retrieve,591.6052632,-0.352165585,0.95,0.685820174
retrieved,634.1081081,-0.055908011,0.973684211,0.769887253
retrieves,641.5555556,-0.011269905,0.973684211,0.769887253
rets,432,-0.885310141,0.026315789,-2.592795849
return,518.3,-0.687300858,1,0.863295115
returned,581.0277778,-0.337486815,0.95,0.685820174
returns,557.7567568,-0.510429663,1,0.863295115
reuse,752.5384615,0.634918487,0.710526316,-0.164191387
reused,729.9090909,0.538636015,0.947368421,0.676479387
rev,743.5217391,0.560023767,0.575,-0.645241886
revamp,665.1724138,0.389960637,0.763157895,0.022624341
revamped,771.4857143,0.800946114,0.875,0.419607762
revamps,731.9666667,0.582245945,0.8,0.15339535
reveal,556.1315789,-0.636405992,1,0.863295115
revealed,549.0263158,-0.576316566,1,0.863295115
reveals,518.775,-0.66444889,1,0.863295115
revel,629.5405405,0.041613177,0.925,0.597082703
revelled,660.1891892,0.166407632,0.95,0.685820174
revels,596.65625,-0.233782552,0.825,0.24213282
revenge,521.6,-0.715927332,0.947368421,0.676479387
revenged,618.972973,-0.116216111,0.925,0.597082703
revere,630.0322581,0.175697465,0.8,0.15339535
revered,735.1111111,0.61172261,0.925,0.597082703
reveres,870.1818182,1.367728189,0.394736842,-1.285085754
revers,610.5714286,0.182139425,0.2,-1.976303946
reverse,553.775,-0.448773263,1,0.863295115
reversed,594.125,-0.18987924,1,0.863295115
revert,649.5428571,-0.004230645,0.973684211,0.769887253
review,534.0789474,-0.693041512,1,0.863295115
reviewed,625.6756757,-0.081057035,0.973684211,0.769887253
reviews,556.1,-0.450558709,1,0.863295115
revile,671.9230769,0.550815608,0.421052632,-1.191677888
reviled,735.4705882,0.844532527,0.5,-0.911454298
revise,559.2105263,-0.426463014,1,0.863295115
revised,528.9,-0.585723567,1,0.863295115
revive,518.9736842,-0.643722925,0.95,0.685820174
revived,645.4102564,0.063848905,1,0.863295115
revives,621.5833333,0.08169268,0.925,0.597082703
revoke,659.0810811,0.085219082,0.925,0.597082703
revoked,626.7368421,0.033169233,0.975,0.774557644
revokes,628.8529412,-0.021434601,0.947368421,0.676479387
revolt,610.5,-0.16072914,1,0.863295115
revolts,563.2285714,-0.409402787,0.947368421,0.676479387
revolve,588.8333333,-0.299217336,0.973684211,0.769887253
revolved,567.7948718,-0.397279667,0.975,0.774557644
revolves,632.5,-0.076534791,1,0.863295115
revs,731.9,0.389803654,0.5,-0.911454298
revue,747.6666667,0.721191191,0.447368421,-1.098270026
revues,731.8,0.914178879,0.394736842,-1.285085754
revved,732.1428571,0.670381221,0.525,-0.822716828
revving,765.1111111,0.896970417,0.526315789,-0.818046436
reward,575.85,-0.529660665,1,0.863295115
rewards,557.9189189,-0.499404175,0.973684211,0.769887253
rewrite,655.2894737,0.025447718,1,0.863295115
rewrites,682.6764706,0.255349529,0.973684211,0.769887253
rewrote,741.9,0.870005548,0.825,0.24213282
rex,709,0.385147022,0.5,-0.911454298
rhenish,1606,3.224228318,0.052631579,-2.499387983
rhesus,907.8571429,1.266914808,0.394736842,-1.285085754
rheum,NA,NA,0,-2.686203711
rhine,670.8,0.302821788,0.447368421,-1.098270026
rhinestone,726.75,0.46924678,0.842105263,0.302847931
rhinestones,701.5,0.380424479,0.842105263,0.302847931
rhino,592.0789474,-0.3401921,0.95,0.685820174
rhinos,622.8974359,-0.16871744,0.975,0.774557644
rhizome,800.1666667,1.37174008,0.157894737,-2.125756528
rhizomes,796.625,1.2538003,0.210526316,-1.9389408
rhomb,560.8,0.32582501,0.125,-2.242516358
rhomboid,870.7857143,1.745561423,0.4,-1.266404181
rhomboids,1003,1.674378554,0.447368421,-1.098270026
rhombs,661.3333333,0.033988585,0.1,-2.331253829
rhombus,779.4285714,0.70306362,0.736842105,-0.070783524
rhubarb,630.3428571,-0.098527232,0.925,0.597082703
rhyme,594.2,-0.191676899,1,0.863295115
rhymed,650.7428571,0.095959963,0.947368421,0.676479387
rhymes,578,-0.24283806,0.95,0.685820174
rhyming,673.9722222,0.211520671,0.973684211,0.769887253
rhythm,586.0263158,-0.412697737,1,0.863295115
rhythmic,692.5,0.333973756,1,0.863295115
rhythms,581.7027027,-0.382908118,0.925,0.597082703
rib,561.7435897,-0.461620746,1,0.863295115
ribald,724.8,1.457130466,0.125,-2.242516358
riband,773.5555556,1.222757936,0.25,-1.798829005
ribands,959.8,1.861332995,0.184210526,-2.032348666
ribbed,587.1111111,-0.208047469,0.95,0.685820174
ribbing,723.030303,0.58094293,0.825,0.24213282
ribbon,553.025641,-0.611997685,1,0.863295115
ribbons,557.4358974,-0.49197254,0.975,0.774557644
ribs,564.9166667,-0.443770997,0.947368421,0.676479387
rice,523.2894737,-0.733271291,0.95,0.685820174
rich,557.5,-0.653465679,1,0.863295115
richer,537,-0.614734959,1,0.863295115
riches,603.9444444,-0.083572437,0.9,0.508345232
richest,600.3947368,-0.323808477,1,0.863295115
richly,640.1333333,0.04846576,0.75,-0.024079592
richness,607.0294118,-0.239830259,0.894736842,0.489663659
rick,697.1,0.814045404,0.315789474,-1.565309344
ricked,543,-0.012780768,0.1,-2.331253829
rickets,696.6451613,0.40718044,0.815789474,0.209440069
ricks,520.3636364,-0.278044054,0.275,-1.710091534
rickshaw,725.0740741,0.664788319,0.675,-0.290292004
rickshaws,776.2258065,0.967621503,0.8,0.15339535
riddance,724.7333333,0.536747519,0.815789474,0.209440069
ridden,613.1212121,-0.059853367,0.868421053,0.396255797
riddle,583.0512821,-0.363521784,0.975,0.774557644
riddled,619.5675676,-0.148112051,1,0.863295115
riddles,587.55,-0.274961344,1,0.863295115
ride,557.6756757,-0.465940469,0.973684211,0.769887253
rider,554.5142857,-0.381095166,0.9,0.508345232
riders,593.5405405,-0.209053092,0.973684211,0.769887253
rides,557.1538462,-0.497329822,0.975,0.774557644
ridge,601.6153846,-0.2330597,1,0.863295115
ridged,622.75,-0.099684699,0.9,0.508345232
ridges,666.975,0.205316898,1,0.863295115
ridging,627.9166667,0.349520133,0.6,-0.556504416
riding,539.2647059,-0.607666276,0.921052632,0.583071525
ridings,621.84375,0.135790142,0.85,0.330870291
riesling,809.4,1.482545107,0.125,-2.242516358
rife,718,0.628267026,0.7,-0.201554533
riff,711,0.277750646,0.657894737,-0.351007115
riffle,603,-0.080546687,0.605263158,-0.537822842
riffled,731.5714286,0.546106031,0.6,-0.556504416
riffles,648.8076923,0.269228075,0.65,-0.379029474
riffling,731.6153846,1.178534463,0.35,-1.443879122
riffraff,811.25,0.941213548,0.552631579,-0.72463857
riffs,677.2962963,0.369214568,0.710526316,-0.164191387
rifle,602.4615385,-0.157434355,0.975,0.774557644
rifled,685.75,0.154222647,0.894736842,0.489663659
rifles,587.25,-0.190905691,0.95,0.685820174
rifling,745.8214286,0.838717237,0.763157895,0.022624341
rift,624.7058824,-0.003582513,0.85,0.330870291
rifts,685.1875,0.14901392,0.842105263,0.302847931
rig,626.2666667,-0.014004856,0.789473684,0.116032203
rigged,667.3157895,0.105925626,0.95,0.685820174
rigger,607.4545455,0.357491166,0.6,-0.556504416
riggers,672.45,0.072516012,0.578947368,-0.631230708
rigging,674.7941176,0.188450522,0.894736842,0.489663659
right,515.8684211,-0.695716525,1,0.863295115
righted,658.8076923,0.0242757,0.710526316,-0.164191387
righteous,609.0555556,-0.078186531,0.947368421,0.676479387
rightful,613.6578947,-0.104721894,1,0.863295115
righting,705.047619,0.548044469,0.552631579,-0.72463857
rightist,693.7857143,0.464360702,0.375,-1.355141651
rightists,683.1818182,0.628132386,0.275,-1.710091534
rightly,559.6,-0.443319313,0.947368421,0.676479387
rightness,598.24,-0.083842117,0.65,-0.379029474
rights,518.675,-0.685116724,1,0.863295115
rightward,691.8888889,0.413261299,0.526315789,-0.818046436
rightwards,729.6,0.610943795,0.65,-0.379029474
rigid,590.2571429,-0.225867331,0.921052632,0.583071525
rigour,690.6129032,0.349663578,0.815789474,0.209440069
rigours,682.8,0.396270702,0.842105263,0.302847931
rigs,626.9166667,-0.254303797,0.925,0.597082703
rile,711,0.564797452,0.575,-0.645241886
riled,751.6,0.636291692,0.526315789,-0.818046436
riles,759.1818182,1.106269174,0.575,-0.645241886
riling,816.875,1.669171741,0.263157895,-1.752125072
rill,524,-0.101743963,0.175,-2.065041417
rills,643,-0.136623571,0.157894737,-2.125756528
rim,600.6,-0.217373354,0.875,0.419607762
rime,628.3333333,0.472159585,0.078947368,-2.405980121
rimes,695.5,0.544236339,0.210526316,-1.9389408
rimless,668.8928571,0.290126565,0.7,-0.201554533
rimmed,695.28125,0.135937308,0.868421053,0.396255797
rimming,669.6363636,0.331774155,0.85,0.330870291
rims,629.5625,0.101180377,0.8,0.15339535
rind,754.2857143,0.84142506,0.578947368,-0.631230708
rinds,743.375,0.866362211,0.45,-1.08892924
ring,523.8108108,-0.709530317,1,0.863295115
ringed,635.3513514,0.098747451,0.95,0.685820174
ringer,652,-0.06960824,0.925,0.597082703
ringers,656.15625,-0.0168774,0.868421053,0.396255797
ringing,575.6666667,-0.416555564,0.975,0.774557644
ringlet,647.5588235,0.099846773,0.921052632,0.583071525
ringlets,687.7222222,0.316707555,0.9,0.508345232
rings,554.7105263,-0.566034306,0.975,0.774557644
ringside,669.3214286,0.221625822,0.763157895,0.022624341
ringworm,648.0285714,0.131527466,0.875,0.419607762
rink,617.8461538,-0.005008243,0.736842105,-0.070783524
rinks,741.6428571,0.616959481,0.375,-1.355141651
rinse,536.925,-0.488898094,1,0.863295115
rinsed,661.6285714,0.23199269,0.9,0.508345232
rinses,608.6470588,-0.075417394,0.875,0.419607762
rinsing,740.9142857,0.543650187,0.921052632,0.583071525
riot,537.2702703,-0.575535648,0.973684211,0.769887253
riots,558.7631579,-0.362324727,0.975,0.774557644
rip,574.2972973,-0.525416901,1,0.863295115
ripcord,769.4736842,0.89246831,0.475,-1.000191769
ripe,573.0857143,-0.364017988,0.947368421,0.676479387
ripen,601.8787879,-0.172668099,0.85,0.330870291
ripened,622.3243243,-0.161088121,0.95,0.685820174
ripeness,618.7179487,-0.048515765,0.975,0.774557644
ripens,631.0571429,-0.080162807,0.875,0.419607762
riper,700.7407407,0.355995894,0.7,-0.201554533
ripest,626.21875,-0.008458561,0.842105263,0.302847931
riposte,920.6666667,1.444901358,0.157894737,-2.125756528
ripostes,852.3,1.261542664,0.25,-1.798829005
ripped,548.7631579,-0.471809478,0.975,0.774557644
ripping,620.0555556,-0.073317415,0.925,0.597082703
ripple,623.05,-0.233453314,1,0.863295115
rippled,587.1794872,-0.240081629,0.975,0.774557644
ripples,625.7948718,-0.125236619,0.975,0.774557644
rippling,665.0882353,0.272463357,0.875,0.419607762
rips,624.2647059,-0.229291732,0.875,0.419607762
riptide,802.3,0.993744989,0.289473684,-1.65871721
rise,550.95,-0.507423232,1,0.863295115
risen,585.2647059,-0.285168552,0.921052632,0.583071525
riser,627.625,-0.127526328,0.868421053,0.396255797
risers,711.8076923,0.40767625,0.710526316,-0.164191387
rises,566.4473684,-0.341325484,1,0.863295115
rising,564.1621622,-0.527852452,1,0.863295115
risings,660.483871,0.0904922,0.8,0.15339535
risk,517.225,-0.666433176,1,0.863295115
risked,600.5555556,-0.267183337,0.95,0.685820174
riskier,680.8787879,0.17730931,0.921052632,0.583071525
risking,581.6315789,-0.355587665,1,0.863295115
risks,565.6756757,-0.538824281,0.975,0.774557644
risky,548.15,-0.515466782,1,0.863295115
risqu_,651.9285714,0.414105772,0.7,-0.201554533
rissoles,652.5,1.083793851,0.15,-2.153778887
rite,738.3076923,0.722159398,0.394736842,-1.285085754
rites,736,0.727850736,0.6,-0.556504416
ritual,613.9210526,-0.255392781,0.95,0.685820174
rituals,589.4324324,-0.257841549,1,0.863295115
ritzy,753.1428571,0.921547982,0.184210526,-2.032348666
rival,522.3243243,-0.67017684,0.973684211,0.769887253
rivalled,731.3125,0.368596929,0.921052632,0.583071525
rivals,596.8205128,-0.335833256,1,0.863295115
rive,600.6666667,-0.23968137,0.078947368,-2.405980121
rived,491.5714286,-0.386523717,0.225,-1.887566475
riven,540.1,-0.056668839,0.275,-1.710091534
river,510.325,-0.781298789,1,0.863295115
rivers,562.2777778,-0.469572299,0.947368421,0.676479387
rives,587.1428571,-0.000842348,0.2,-1.976303946
rivet,634.3548387,-0.069315765,0.842105263,0.302847931
rivets,646.3939394,0.130784119,0.868421053,0.396255797
riving,515.5714286,-0.406176164,0.175,-2.065041417
roach,640.8125,0.059365698,0.85,0.330870291
roaches,781.9,0.675809802,0.789473684,0.116032203
road,520.75,-0.704761761,1,0.863295115
roadblock,687.3333333,0.473612898,0.578947368,-0.631230708
roadblocks,700.3214286,0.50877013,0.7,-0.201554533
roadhouse,729.5294118,0.483063584,0.473684211,-1.00486216
roadie,691.5555556,0.30628024,0.75,-0.024079592
roadies,742.3461538,0.546950875,0.710526316,-0.164191387
roadless,689.85,0.269804835,0.525,-0.822716828
roadman,682.625,0.448294953,0.4,-1.266404181
roadmen,747.6363636,0.672314432,0.605263158,-0.537822842
roads,522.8421053,-0.722289582,1,0.863295115
roadside,582.5,-0.256615144,0.975,0.774557644
roadster,866.0952381,1.165711333,0.552631579,-0.72463857
roadsters,705.4347826,0.625478039,0.625,-0.467766945
roadway,607.4117647,-0.061133748,0.875,0.419607762
roam,598.9375,-0.240439315,0.842105263,0.302847931
roamed,597.9230769,-0.168368305,0.975,0.774557644
roamer,688.8148148,0.35554201,0.736842105,-0.070783524
roaming,570.1351351,-0.345882926,1,0.863295115
roams,604.8285714,-0.096929602,0.925,0.597082703
roan,580.6,0.539036009,0.15,-2.153778887
roans,665.6666667,1.245697801,0.075,-2.419991299
roar,601.3783784,-0.200805732,0.95,0.685820174
roared,611.8918919,-0.247390239,0.973684211,0.769887253
roaring,554.8285714,-0.520083545,0.973684211,0.769887253
roars,581.0512821,-0.213063742,0.975,0.774557644
roast,522.8,-0.595983543,1,0.863295115
roasted,575.975,-0.443069238,1,0.863295115
roaster,614.3714286,-0.133876789,0.9,0.508345232
roasters,622.5277778,-0.029498755,0.925,0.597082703
roasting,601.8684211,-0.338273988,1,0.863295115
roasts,566.7948718,-0.444847425,1,0.863295115
rob,536.5526316,-0.526147927,0.95,0.685820174
robbed,566.725,-0.42347235,1,0.863295115
robber,592.5,-0.379582546,0.973684211,0.769887253
robbers,587.1282051,-0.30238722,0.975,0.774557644
robbing,595.0789474,-0.258230841,0.95,0.685820174
robe,552.6756757,-0.535408119,0.973684211,0.769887253
robed,743,0.663282024,0.631578947,-0.44441498
robes,618.475,-0.069808291,1,0.863295115
robin,599.1052632,-0.257327716,0.95,0.685820174
robing,842.625,1.056147855,0.473684211,-1.00486216
robins,670.3636364,-0.018191288,0.868421053,0.396255797
robot,558.0540541,-0.406535656,0.973684211,0.769887253
robots,566.1081081,-0.450629881,1,0.863295115
robs,594.9459459,-0.220807119,0.95,0.685820174
robust,614.1142857,-0.152505552,0.921052632,0.583071525
roc,793,0.042002377,0.026315789,-2.592795849
rock,512.5277778,-0.84825512,0.973684211,0.769887253
rocked,598,-0.241163054,0.975,0.774557644
rocker,611.5294118,-0.157810658,0.894736842,0.489663659
rockers,662.4166667,-0.000171623,0.947368421,0.676479387
rocket,519.4615385,-0.661981987,1,0.863295115
rockets,564.7692308,-0.499016606,0.975,0.774557644
rockier,652.6,0.313902238,0.8,0.15339535
rocking,597.2702703,-0.187719762,1,0.863295115
rocks,519.8333333,-0.630266382,0.925,0.597082703
rocky,587.6666667,-0.343620655,0.973684211,0.769887253
rocs,NA,NA,0,-2.686203711
rod,565.1081081,-0.341953259,0.925,0.597082703
rode,682.5757576,0.338378174,0.825,0.24213282
rodent,580.7297297,-0.280931396,0.925,0.597082703
rodents,651.0263158,0.023807611,0.95,0.685820174
rods,611.4736842,-0.140299406,0.95,0.685820174
roe,668.8823529,0.313267182,0.447368421,-1.098270026
roebuck,786.3333333,0.84182982,0.184210526,-2.032348666
roentgen,NA,NA,0,-2.686203711
roes,630.9166667,0.280103334,0.325,-1.532616593
roger,713.3793103,0.58842688,0.75,-0.024079592
rogue,569.974359,-0.41011796,0.975,0.774557644
rogues,609.6470588,-0.124261969,0.85,0.330870291
